Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 9:31:08 AM,15.15885,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5048,10.71061,24.3707,-7.804039,6.22,-15.4706,350.2845,-1.089693,79.89896,6.224213,89.6145,-7.313906,89.6145,7.313906,0.0139158,236.1295,0.04000038,236.0895,236.0895
P01,2021-03-11 9:31:08 AM,15.17277,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.505,10.71049,24.37059,-7.804039,6.22,-15.4706,350.2845,-1.089663,79.93466,6.222905,89.65018,-7.312568,89.65018,7.312568,0.0282558,236.1297,0.0399987,236.0897,236.0897
P01,2021-03-11 9:31:08 AM,15.18711,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5052,10.71045,24.37057,-7.804039,6.22,-15.4706,350.2845,-1.089653,80.04089,6.222974,89.75641,-7.312627,89.75641,7.312627,0.0421371,236.1299,0.03999861,236.0899,236.0899
P01,2021-03-11 9:31:08 AM,15.20099,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5054,10.7104,24.37051,-7.804039,6.22,-15.4706,350.2845,-1.08964,80.08458,6.217022,89.80005,-7.306662,89.80005,7.306662,0.0556965,236.13,0.03999857,236.09,236.09
P01,2021-03-11 9:31:08 AM,15.21455,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5054,10.71036,24.37049,-7.804039,6.22,-15.4706,350.2845,-1.08963,80.12149,6.197204,89.83698,-7.286834,89.83698,7.286834,0.0698732,236.1301,0.03999752,236.0901,236.0901
P01,2021-03-11 9:31:08 AM,15.22873,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5055,10.71036,24.37047,-7.804039,6.22,-15.4706,350.2845,-1.08963,80.13618,6.183229,89.85168,-7.272859,89.85168,7.272859,0.0837494,236.1301,0.03999577,236.0901,236.0901
P01,2021-03-11 9:31:08 AM,15.2426,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5053,10.71041,24.37042,-7.804039,6.22,-15.4706,350.2845,-1.089642,80.08546,6.199408,89.8009,-7.289049,89.8009,7.289049,0.0976803,236.13,0.03999472,236.09,236.09
P01,2021-03-11 9:31:08 AM,15.25653,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5052,10.71035,24.37041,-7.804039,6.22,-15.4706,350.2845,-1.089626,80.04473,6.159972,89.76022,-7.249598,89.76022,7.249598,0.1117684,236.1299,0.03999509,236.0899,236.0899
P01,2021-03-11 9:31:08 AM,15.27062,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.505,10.71005,24.37046,-7.804039,6.22,-15.4706,350.2845,-1.089556,79.97544,6.00809,89.69092,-7.097645,89.69092,7.097645,0.1258199,236.1296,0.03999371,236.0896,236.0896
P01,2021-03-11 9:31:08 AM,15.28467,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5048,10.7096,24.37053,-7.804039,6.22,-15.4706,350.2845,-1.089448,79.92155,5.796052,89.63705,-6.8855,89.63705,6.8855,0.139388,236.1295,0.03999399,236.0895,236.0895
P01,2021-03-11 9:31:08 AM,15.29824,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5047,10.70916,24.37063,-7.804039,6.22,-15.4706,350.2845,-1.08934,79.91045,5.617467,89.62598,-6.706808,89.62598,6.706808,0.1532772,236.1294,0.03999551,236.0894,236.0894
P01,2021-03-11 9:31:08 AM,15.31213,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5047,10.70879,24.37068,-7.804039,6.22,-15.4706,350.2845,-1.089251,79.89032,5.501594,89.60587,-6.590845,89.60587,6.590845,0.1672983,236.1293,0.03999601,236.0893,236.0893
P01,2021-03-11 9:31:08 AM,15.32615,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5045,10.70843,24.37071,-7.804039,6.22,-15.4706,350.2844,-1.089166,79.84627,5.393155,89.56183,-6.48232,89.56183,6.48232,0.1809741,236.1292,0.03999606,236.0892,236.0892
P01,2021-03-11 9:31:08 AM,15.33983,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5043,10.70802,24.37075,-7.804039,6.22,-15.4706,350.2844,-1.089065,79.7942,5.253768,89.50977,-6.342834,89.50977,6.342834,0.1951706,236.129,0.03999425,236.089,236.089
P01,2021-03-11 9:31:08 AM,15.35402,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.5043,10.70757,24.37081,-7.804039,6.22,-15.4706,350.2844,-1.088956,79.79227,5.084412,89.50787,-6.173368,89.50787,6.173368,0.2088422,236.129,0.03999302,236.089,236.089
