Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 9:39:40 AM,16.31256,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3471,10.82275,24.38661,-7.804039,6.22,-15.4706,350.2742,-1.11762,44.17859,22.7807,53.90442,-23.89832,53.90442,23.89832,0.1800932,235.979,0.03998879,235.939,235.939
P01,2021-03-11 9:39:40 AM,16.32641,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3467,10.82166,24.38688,-7.804039,6.22,-15.4706,350.2741,-1.117358,44.26982,22.3145,53.99576,-23.43185,53.99576,23.43185,0.194115,235.9786,0.0399874,235.9386,235.9386
P01,2021-03-11 9:39:40 AM,16.34043,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3464,10.82094,24.38702,-7.804039,6.22,-15.4706,350.274,-1.117184,44.31299,22.06433,54.03894,-23.18151,54.03894,23.18151,0.2086606,235.9783,0.0399899,235.9383,235.9383
P01,2021-03-11 9:39:40 AM,16.35497,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3461,10.82003,24.38712,-7.804039,6.22,-15.4706,350.274,-1.116963,44.31255,21.74883,54.03851,-22.86579,54.03851,22.86579,0.2228354,235.978,0.03999131,235.938,235.938
P01,2021-03-11 9:39:40 AM,16.36915,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3458,10.81896,24.38749,-7.804039,6.22,-15.4706,350.2739,-1.116706,44.45407,21.31362,54.18018,-22.43032,54.18018,22.43032,0.2360174,235.9777,0.0399909,235.9377,235.9377
P01,2021-03-11 9:39:40 AM,16.38233,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3457,10.81799,24.38794,-7.804039,6.22,-15.4706,350.2738,-1.11647,44.65206,20.88655,54.37827,-22.00303,54.37827,22.00303,0.2499428,235.9777,0.03999036,235.9377,235.9377
P01,2021-03-11 9:39:40 AM,16.39626,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3459,10.81682,24.38872,-7.804039,6.22,-15.4706,350.2736,-1.116184,45.05324,20.36657,54.7796,-21.48275,54.7796,21.48275,0.2638015,235.978,0.0399926,235.938,235.938
P01,2021-03-11 9:39:40 AM,16.41011,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3462,10.81515,24.38989,-7.804039,6.22,-15.4706,350.2733,-1.115777,45.59763,19.56977,55.32428,-20.68555,55.32428,20.68555,0.2779147,235.9785,0.039991,235.9385,235.9385
P01,2021-03-11 9:39:40 AM,16.42423,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3463,10.81373,24.39076,-7.804039,6.22,-15.4706,350.2731,-1.11543,45.93065,18.87887,55.65753,-19.9943,55.65753,19.9943,0.2916686,235.9787,0.0399917,235.9387,235.9387
P01,2021-03-11 9:39:40 AM,16.43798,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3461,10.81196,24.39151,-7.804039,6.22,-15.4706,350.2729,-1.115001,46.13167,18.06998,55.85873,-19.18498,55.85873,19.18498,0.3057257,235.9786,0.03999322,235.9386,235.9386
P01,2021-03-11 9:39:40 AM,16.45204,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3457,10.81015,24.39197,-7.804039,6.22,-15.4706,350.2728,-1.114565,46.10471,17.31146,55.83188,-18.42602,55.83188,18.42602,0.319456,235.9782,0.03999113,235.9382,235.9382
P01,2021-03-11 9:39:40 AM,16.46577,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3451,10.80861,24.39217,-7.804039,6.22,-15.4706,350.2728,-1.114193,45.95046,16.74848,55.6777,-17.86267,55.6777,17.86267,0.3335396,235.9776,0.03999013,235.9376,235.9376
P01,2021-03-11 9:39:40 AM,16.47985,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3443,10.80709,24.39215,-7.804039,6.22,-15.4706,350.2727,-1.113827,45.67721,16.33484,55.40448,-17.44866,55.40448,17.44866,0.3474681,235.9768,0.03998638,235.9368,235.9368
P01,2021-03-11 9:39:40 AM,16.49378,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3438,10.80594,24.39229,-7.804039,6.22,-15.4706,350.2727,-1.11355,45.54853,16.04291,55.27585,-17.15646,55.27585,17.15646,0.3614229,235.9763,0.03999044,235.9363,235.9363
P01,2021-03-11 9:39:40 AM,16.50774,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3429,10.80332,24.39291,-7.804039,6.22,-15.4706,350.2725,-1.112919,45.42788,15.33098,55.1554,-16.4439,55.1554,16.4439,0.3881283,235.9755,0.03999003,235.9355,235.9355
P01,2021-03-11 9:39:40 AM,16.53444,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3428,10.80232,24.39329,-7.804039,6.22,-15.4706,350.2724,-1.112674,45.45539,15.11719,55.18298,-16.22986,55.18298,16.22986,0.39618,235.9754,0.03999006,235.9354,235.9354
P01,2021-03-11 9:39:40 AM,16.54249,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3427,10.80166,24.39356,-7.804039,6.22,-15.4706,350.2723,-1.112516,45.49619,14.92709,55.22385,-16.03961,55.22385,16.03961,0.404364,235.9754,0.03998712,235.9354,235.9354
P01,2021-03-11 9:39:40 AM,16.55068,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3424,10.79981,24.39425,-7.804039,6.22,-15.4706,350.2722,-1.112068,45.54087,14.295,55.26871,-15.40707,55.26871,15.40707,0.4173317,235.9751,0.03999043,235.9351,235.9351
P01,2021-03-11 9:39:40 AM,16.56364,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.342,10.79802,24.39477,-7.804039,6.22,-15.4706,350.272,-1.111633,45.51261,13.68634,55.2406,-14.79797,55.2406,14.79797,0.4322423,235.9748,0.0399939,235.9348,235.9348
P01,2021-03-11 9:39:40 AM,16.57855,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3418,10.79657,24.39517,-7.804039,6.22,-15.4706,350.2719,-1.111282,45.48338,13.21132,55.21149,-14.3226,55.21149,14.3226,0.4453925,235.9746,0.03998957,235.9346,235.9346
P01,2021-03-11 9:39:40 AM,16.5917,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3417,10.79547,24.3954,-7.804039,6.22,-15.4706,350.2719,-1.111017,45.46764,12.87831,55.1958,-13.98932,55.1958,13.98932,0.4590591,235.9745,0.03999096,235.9345,235.9345
P01,2021-03-11 9:39:40 AM,16.60537,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3417,10.79453,24.39572,-7.804039,6.22,-15.4706,350.2718,-1.110788,45.54159,12.54248,55.26984,-13.65327,55.26984,13.65327,0.4731266,235.9746,0.039991,235.9346,235.9346
P01,2021-03-11 9:39:40 AM,16.61944,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3417,10.79362,24.39611,-7.804039,6.22,-15.4706,350.2717,-1.110566,45.66183,12.14172,55.39017,-13.25228,55.39017,13.25228,0.487364,235.9747,0.03999126,235.9347,235.9347
P01,2021-03-11 9:39:40 AM,16.63367,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3417,10.79272,24.39646,-7.804039,6.22,-15.4706,350.2716,-1.110347,45.7547,11.71206,55.48309,-12.8224,55.48309,12.8224,0.5020017,235.9747,0.03999196,235.9347,235.9347
P01,2021-03-11 9:39:40 AM,16.64831,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3416,10.79198,24.39669,-7.804039,6.22,-15.4706,350.2715,-1.110168,45.80927,11.36951,55.53772,-12.47968,55.53772,12.47968,0.5153391,235.9746,0.03998784,235.9346,235.9346
P01,2021-03-11 9:39:40 AM,16.66165,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3413,10.79121,24.39685,-7.804039,6.22,-15.4706,350.2715,-1.109982,45.82722,11.03813,55.55573,-12.14811,55.55573,12.14811,0.5291891,235.9744,0.0399823,235.9344,235.9344
P01,2021-03-11 9:39:40 AM,16.6755,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.341,10.79042,24.397,-7.804039,6.22,-15.4706,350.2714,-1.109792,45.84669,10.72742,55.57526,-11.83721,55.57526,11.83721,0.5429837,235.9741,0.03997942,235.9341,235.9341
P01,2021-03-11 9:39:40 AM,16.68929,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3406,10.78949,24.39708,-7.804039,6.22,-15.4706,350.2714,-1.109569,45.77666,10.33427,55.50528,-11.44384,55.50528,11.44384,0.5575383,235.9736,0.03998362,235.9336,235.9336
P01,2021-03-11 9:39:40 AM,16.70385,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3401,10.78885,24.39702,-7.804039,6.22,-15.4706,350.2714,-1.109415,45.68328,10.10838,55.4119,-11.2178,55.4119,11.2178,0.5716054,235.9732,0.03998043,235.9332,235.9332
P01,2021-03-11 9:39:40 AM,16.71791,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3397,10.78849,24.39675,-7.804039,6.22,-15.4706,350.2715,-1.109329,45.52648,10.05569,55.25504,-11.16502,55.25504,11.16502,0.584932,235.9727,0.03997691,235.9327,235.9327
P01,2021-03-11 9:39:40 AM,16.73124,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3392,10.78837,24.39641,-7.804039,6.22,-15.4706,350.2715,-1.109303,45.37519,10.11974,55.10367,-11.22904,55.10367,11.22904,0.5984904,235.9722,0.04627946,235.9259,235.9259
P01,2021-03-11 9:39:40 AM,16.7448,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.339,10.78832,24.39632,-7.804039,6.22,-15.4706,350.2715,-1.109292,45.36099,10.10779,55.08948,-11.21708,55.08948,11.21708,0.6130807,235.972,0.07606675,235.8959,235.8959
P01,2021-03-11 9:39:40 AM,16.75939,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3389,10.78828,24.39627,-7.804039,6.22,-15.4706,350.2715,-1.109284,45.38559,10.04721,55.11407,-11.15649,55.11407,11.15649,0.627095,235.9718,0.1558055,235.816,235.816
P01,2021-03-11 9:39:40 AM,16.77341,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3388,10.7883,24.39627,-7.804039,6.22,-15.4706,350.2715,-1.109288,45.46376,9.971429,55.19226,-11.08072,55.19226,11.08072,0.6405763,235.9717,0.291684,235.68,235.68
P01,2021-03-11 9:39:40 AM,16.78689,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3387,10.78826,24.39644,-7.804039,6.22,-15.4706,350.2715,-1.109279,45.60138,9.830667,55.3299,-10.93995,55.3299,10.93995,0.655377,235.9716,0.4680216,235.5036,235.5036
P01,2021-03-11 9:39:40 AM,16.80169,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3387,10.78831,24.39659,-7.804039,6.22,-15.4706,350.2714,-1.10929,45.71205,9.744374,55.44061,-10.85366,55.44061,10.85366,0.6686167,235.9716,0.6710591,235.3006,235.3006
P01,2021-03-11 9:39:40 AM,16.81493,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3386,10.78836,24.39668,-7.804039,6.22,-15.4706,350.2714,-1.109303,45.7395,9.706686,55.46808,-10.81599,55.46808,10.81599,0.6824648,235.9716,0.8911717,235.0804,235.0804
P01,2021-03-11 9:39:40 AM,16.82877,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3385,10.78852,24.39672,-7.804039,6.22,-15.4706,350.2714,-1.109344,45.70046,9.759254,55.42908,-10.8686,55.42908,10.8686,0.6973053,235.9715,1.121868,234.8496,234.8496
P01,2021-03-11 9:39:40 AM,16.84361,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3383,10.78872,24.39675,-7.804039,6.22,-15.4706,350.2714,-1.109393,45.64266,9.861751,55.37128,-10.97114,55.37128,10.97114,0.710004,235.9714,1.359285,234.6121,234.6121
P01,2021-03-11 9:39:40 AM,16.85631,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3383,10.78879,24.39683,-7.804039,6.22,-15.4706,350.2714,-1.10941,45.61216,9.918144,55.34079,-11.02755,55.34079,11.02755,0.7251877,235.9713,1.6009,234.3704,234.3704
P01,2021-03-11 9:39:40 AM,16.8715,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3382,10.78869,24.39699,-7.804039,6.22,-15.4706,350.2713,-1.109385,45.59676,9.906655,55.32544,-11.01604,55.32544,11.01604,0.7384628,235.9713,1.845221,234.1261,234.1261
P01,2021-03-11 9:39:41 AM,16.88477,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3382,10.7885,24.3971,-7.804039,6.22,-15.4706,350.2713,-1.109338,45.55479,9.860856,55.28348,-10.97019,55.28348,10.97019,0.7527421,235.9712,2.091307,233.8799,233.8799
P01,2021-03-11 9:39:41 AM,16.89905,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3382,10.78831,24.39717,-7.804039,6.22,-15.4706,350.2713,-1.109294,45.51707,9.822457,55.24579,-10.93175,55.24579,10.93175,0.7661409,235.9713,2.338558,233.6327,233.6327
P01,2021-03-11 9:39:41 AM,16.91245,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3383,10.78813,24.39726,-7.804039,6.22,-15.4706,350.2713,-1.109249,45.5123,9.780719,55.24103,-10.88997,55.24103,10.88997,0.7801576,235.9714,2.586593,233.3848,233.3848
P01,2021-03-11 9:39:41 AM,16.92647,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3385,10.7879,24.39744,-7.804039,6.22,-15.4706,350.2712,-1.10919,45.5655,9.701004,55.29425,-10.81019,55.29425,10.81019,0.7935026,235.9717,2.835149,233.1365,233.1365
P01,2021-03-11 9:39:41 AM,16.93981,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3389,10.78762,24.39763,-7.804039,6.22,-15.4706,350.2712,-1.109121,45.64278,9.596582,55.37158,-10.7057,55.37158,10.7057,0.8081723,235.972,3.084081,232.8879,232.8879
P01,2021-03-11 9:39:41 AM,16.95448,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3392,10.78749,24.39781,-7.804039,6.22,-15.4706,350.2712,-1.109088,45.72258,9.557463,55.45142,-10.66655,55.45142,10.66655,0.8230801,235.9724,3.33328,232.6391,232.6391
P01,2021-03-11 9:39:41 AM,16.96939,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3396,10.78743,24.39791,-7.804039,6.22,-15.4706,350.2711,-1.109072,45.8014,9.558296,55.53024,-10.66737,55.53024,10.66737,0.8359982,235.9728,3.582643,232.3901,232.3901
P01,2021-03-11 9:39:41 AM,16.98231,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3399,10.78741,24.39792,-7.804039,6.22,-15.4706,350.2712,-1.109065,45.87216,9.586244,55.60098,-10.69531,55.60098,10.69531,0.8509768,235.9731,3.832078,232.141,232.141
P01,2021-03-11 9:39:41 AM,16.99729,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3402,10.78741,24.3979,-7.804039,6.22,-15.4706,350.2712,-1.109065,45.91873,9.62877,55.64755,-10.73783,55.64755,10.73783,0.8634415,235.9733,4.081565,231.8918,231.8918
P01,2021-03-11 9:39:41 AM,17.00975,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3403,10.78745,24.3978,-7.804039,6.22,-15.4706,350.2712,-1.109074,45.92654,9.718537,55.65533,-10.82761,55.65533,10.82761,0.8786072,235.9734,4.331097,231.6423,231.6423
P01,2021-03-11 9:39:41 AM,17.02492,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3403,10.7874,24.39771,-7.804039,6.22,-15.4706,350.2712,-1.109062,45.91592,9.7715,55.64468,-10.88056,55.64468,10.88056,0.8924588,235.9735,4.580659,231.3928,231.3928
P01,2021-03-11 9:39:41 AM,17.03877,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3405,10.78716,24.39779,-7.804039,6.22,-15.4706,350.2712,-1.109003,45.99514,9.712003,55.72394,-10.82101,55.72394,10.82101,0.9057421,235.9736,4.827368,231.1462,231.1462
P01,2021-03-11 9:39:41 AM,17.05205,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3405,10.78696,24.39765,-7.804039,6.22,-15.4706,350.2712,-1.108955,45.95364,9.680904,55.6824,-10.78986,55.6824,10.78986,0.9191954,235.9735,5.066517,230.907,230.907
P01,2021-03-11 9:39:41 AM,17.0655,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3402,10.78675,24.39741,-7.804039,6.22,-15.4706,350.2713,-1.108904,45.83371,9.646455,55.56241,-10.75536,55.56241,10.75536,0.933571,235.9732,5.293368,230.6799,230.6799
P01,2021-03-11 9:39:41 AM,17.07988,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3401,10.7865,24.39736,-7.804039,6.22,-15.4706,350.2713,-1.108846,45.82219,9.571557,55.5509,-10.6804,55.5509,10.6804,0.947831,235.9731,5.46791,230.5052,230.5052
P01,2021-03-11 9:39:41 AM,17.09414,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3401,10.78645,24.3973,-7.804039,6.22,-15.4706,350.2713,-1.108831,45.85062,9.585756,55.57928,-10.69459,55.57928,10.69459,0.9617109,235.9731,5.589437,230.3837,230.3837
P01,2021-03-11 9:39:41 AM,17.10802,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3402,10.78645,24.39729,-7.804039,6.22,-15.4706,350.2713,-1.108832,45.89174,9.609065,55.62042,-10.7179,55.62042,10.7179,0.9754186,235.9732,5.669371,230.3038,230.3038
P01,2021-03-11 9:39:41 AM,17.12173,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3402,10.7865,24.39721,-7.804039,6.22,-15.4706,350.2714,-1.108845,45.88951,9.627749,55.61813,-10.73659,55.61813,10.73659,0.9894,235.9732,5.720175,230.253,230.253
P01,2021-03-11 9:39:41 AM,17.13571,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3401,10.78661,24.39703,-7.804039,6.22,-15.4706,350.2714,-1.108871,45.83175,9.639901,55.56036,-10.74877,55.56036,10.74877,1.004163,235.9731,5.751463,230.2216,230.2216
P01,2021-03-11 9:39:41 AM,17.15047,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.34,10.78677,24.39692,-7.804039,6.22,-15.4706,350.2714,-1.10891,45.79968,9.676007,55.52826,-10.78492,55.52826,10.78492,1.015937,235.973,5.770216,230.2028,230.2028
P01,2021-03-11 9:39:41 AM,17.16224,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.34,10.78698,24.39692,-7.804039,6.22,-15.4706,350.2714,-1.108961,45.81669,9.714437,55.54526,-10.8234,55.54526,10.8234,1.030566,235.973,5.781009,230.192,230.192
P01,2021-03-11 9:39:41 AM,17.17687,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.34,10.78725,24.39694,-7.804039,6.22,-15.4706,350.2714,-1.109027,45.82244,9.796018,55.55106,-10.90504,55.55106,10.90504,1.044474,235.9729,5.786733,230.1862,230.1862
P01,2021-03-11 9:39:41 AM,17.19078,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3399,10.78743,24.39695,-7.804039,6.22,-15.4706,350.2714,-1.109073,45.79739,9.881845,55.526,-10.99092,55.526,10.99092,1.057854,235.9729,5.789247,230.1837,230.1837
P01,2021-03-11 9:39:41 AM,17.20416,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3398,10.78754,24.39694,-7.804039,6.22,-15.4706,350.2714,-1.109098,45.73904,9.944606,55.46765,-11.0537,55.46765,11.0537,1.071858,235.9728,5.789798,230.183,230.183
P01,2021-03-11 9:39:41 AM,17.21817,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3397,10.78748,24.397,-7.804039,6.22,-15.4706,350.2714,-1.109085,45.69101,9.934738,55.41962,-11.04382,55.41962,11.04382,1.086018,235.9727,5.789798,230.1829,230.1829
P01,2021-03-11 9:39:41 AM,17.23233,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3396,10.7874,24.3971,-7.804039,6.22,-15.4706,350.2714,-1.109065,45.66394,9.909893,55.39258,-11.01896,55.39258,11.01896,1.099724,235.9727,5.789796,230.1829,230.1829
P01,2021-03-11 9:39:41 AM,17.24603,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3396,10.78729,24.39725,-7.804039,6.22,-15.4706,350.2713,-1.109038,45.65449,9.862128,55.38315,-10.97117,55.38315,10.97117,1.114041,235.9727,5.789796,230.1829,230.1829
P01,2021-03-11 9:39:41 AM,17.26035,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3397,10.78715,24.39739,-7.804039,6.22,-15.4706,350.2713,-1.109005,45.63811,9.797634,55.36682,-10.90664,55.36682,10.90664,1.127666,235.9727,5.789791,230.1829,230.1829
P01,2021-03-11 9:39:41 AM,17.27397,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3398,10.78708,24.39747,-7.804039,6.22,-15.4706,350.2713,-1.108987,45.64456,9.765766,55.37329,-10.87475,55.37329,10.87475,1.141885,235.9729,5.789791,230.1831,230.1831
P01,2021-03-11 9:39:41 AM,17.28819,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3399,10.78701,24.39759,-7.804039,6.22,-15.4706,350.2712,-1.108968,45.69139,9.72285,55.42017,-10.83182,55.42017,10.83182,1.155912,235.973,5.789792,230.1832,230.1832
P01,2021-03-11 9:39:41 AM,17.30222,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3402,10.78694,24.39777,-7.804039,6.22,-15.4706,350.2712,-1.108952,45.77679,9.677184,55.50558,-10.78614,55.50558,10.78614,1.16979,235.9733,5.789789,230.1835,230.1835
P01,2021-03-11 9:39:41 AM,17.3161,,,Controller,1,A,1,4,1,yes,bench (UnityEngine.AudioClip),-240.3403,10.78691,24.39784,-7.804039,6.22,-15.4706,350.2712,-1.108943,45.82396,9.645575,55.55273,-10.75452,55.55273,10.75452,1.183439,235.9735,5.789792,230.1837,230.1837
