Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,PointingPhase,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-10 7:02:39 PM,7.352967,,,Controller,1,A,1,1,1,rapid1stPointing,Yes,bench (UnityEngine.AudioClip),-240.6764,10.78577,24.53859,-7.804039,6.22,-15.4706,350.2513,-1.107001,100.0671,-3.878957,109.8157,2.771956,109.8157,2.771956,0.0427951,
P01,2021-03-10 7:02:42 PM,9.998083,,,Controller,1,A,1,2,2,rapid1stPointing,Yes,dumpster (UnityEngine.AudioClip),-240.5612,10.7866,24.55796,-7.804039,6.22,-15.4706,350.242,-1.107719,72.75143,-11.27646,82.50946,10.16874,82.50946,10.16874,0.0281788,
P01,2021-03-10 7:02:48 PM,16.52777,,,Controller,1,A,1,3,1,rapid2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.6447,10.75943,24.53897,-7.804039,6.22,-15.4706,350.2499,-1.10076,92.55363,-5.724804,102.3037,4.624043,102.3037,4.624043,0.1531447,
P01,2021-03-10 7:02:50 PM,18.74126,,,Controller,1,A,1,4,1,distanceJudgmentAnd2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.6564,10.76145,24.5347,-7.804039,6.22,-15.4706,350.2514,-1.101201,95.60516,-4.993323,105.3537,3.892122,105.3537,3.892122,2.366379,236.3076,14.35449,221.9531,221.9531
P01,2021-03-10 7:02:52 PM,20.48179,,,Controller,1,A,1,5,2,rapid2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.7229,10.74924,24.50051,-7.804039,6.22,-15.4706,350.2624,-1.097962,117.5596,-2.615284,127.2973,1.517322,127.2973,1.517322,0.1400235,
P01,2021-03-10 7:02:54 PM,22.26576,,,Controller,1,A,1,6,2,distanceJudgmentAnd2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.7218,10.73771,24.49968,-7.804039,6.22,-15.4706,350.2625,-1.095175,117.4082,-5.02383,127.1457,3.928656,127.1457,3.928656,1.92417,236.3657,13.87915,222.4865,222.4865
