Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 11:21:17 AM,41.36151,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0693,10.64499,21.54598,-7.804039,6.22,-15.4706,350.3311,-1.150198,62.86814,6.827229,72.53705,-7.977427,72.53705,7.977427,0.2362716,220.4405,0.03999909,220.4005,220.4005
P01,2021-03-11 11:21:17 AM,41.37524,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0688,10.64478,21.54639,-7.804039,6.22,-15.4706,350.3309,-1.150147,62.81581,6.741043,72.48489,-7.89119,72.48489,7.89119,0.2506343,220.4401,0.0399974,220.4001,220.4001
P01,2021-03-11 11:21:17 AM,41.3896,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0683,10.64459,21.54689,-7.804039,6.22,-15.4706,350.3308,-1.150099,62.77696,6.646974,72.44617,-7.797073,72.44617,7.797073,0.264574,220.4396,0.03999864,220.3996,220.3996
P01,2021-03-11 11:21:17 AM,41.40354,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0678,10.64439,21.54728,-7.804039,6.22,-15.4706,350.3307,-1.150049,62.7385,6.546536,72.40781,-7.696585,72.40781,7.696585,0.2787306,220.4392,0.03999946,220.3992,220.3992
P01,2021-03-11 11:21:17 AM,41.4177,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0671,10.64394,21.54798,-7.804039,6.22,-15.4706,350.3305,-1.149936,62.6982,6.340318,72.36774,-7.490254,72.36774,7.490254,0.2989702,220.4386,0.039999,220.3986,220.3986
P01,2021-03-11 11:21:17 AM,41.43794,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0669,10.64381,21.54832,-7.804039,6.22,-15.4706,350.3304,-1.149903,62.7343,6.280632,72.40396,-7.430535,72.40396,7.430535,0.3067595,220.4385,0.04000102,220.3985,220.3985
P01,2021-03-11 11:21:17 AM,41.44573,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0665,10.64336,21.54881,-7.804039,6.22,-15.4706,350.3302,-1.149787,62.66707,6.065653,72.33685,-7.21544,72.33685,7.21544,0.3205754,220.4381,0.03999915,220.3981,220.3981
P01,2021-03-11 11:21:17 AM,41.45955,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0657,10.64271,21.54931,-7.804039,6.22,-15.4706,350.33,-1.149621,62.48437,5.772724,72.15433,-6.922345,72.15433,6.922345,0.333979,220.4375,0.03999877,220.3975,220.3975
P01,2021-03-11 11:21:17 AM,41.47295,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0652,10.6422,21.54974,-7.804039,6.22,-15.4706,350.3299,-1.149491,62.36167,5.580159,72.03174,-6.72965,72.03174,6.72965,0.3484555,220.437,0.03999547,220.397,220.397
P01,2021-03-11 11:21:17 AM,41.48743,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0646,10.6416,21.55024,-7.804039,6.22,-15.4706,350.3298,-1.149338,62.2752,5.371311,71.94543,-6.520649,71.94543,6.520649,0.3623626,220.4365,0.03999641,220.3965,220.3965
P01,2021-03-11 11:21:17 AM,41.50134,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0644,10.64098,21.55093,-7.804039,6.22,-15.4706,350.3296,-1.149176,62.32517,5.1397,71.99557,-6.288877,71.99557,6.288877,0.3761224,220.4364,0.03999274,220.3964,220.3964
P01,2021-03-11 11:21:17 AM,41.51509,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0643,10.64025,21.55181,-7.804039,6.22,-15.4706,350.3293,-1.148989,62.43018,4.831165,72.10083,-5.980154,72.10083,5.980154,0.3900807,220.4364,0.03998969,220.3964,220.3964
P01,2021-03-11 11:21:17 AM,41.52905,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0642,10.63976,21.5525,-7.804039,6.22,-15.4706,350.3292,-1.148859,62.54746,4.632823,72.21826,-5.781682,72.21826,5.781682,0.40458,220.4365,0.05262012,220.3838,220.3838
P01,2021-03-11 11:21:17 AM,41.54355,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0641,10.63897,21.55375,-7.804039,6.22,-15.4706,350.3289,-1.148655,62.7277,4.328707,72.39883,-5.477362,72.39883,5.477362,0.4258209,220.4365,0.08957578,220.347,220.347
P01,2021-03-11 11:21:17 AM,41.56479,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0641,10.63828,21.55405,-7.804039,6.22,-15.4706,350.3288,-1.148475,62.82329,3.776011,72.49454,-4.924487,72.49454,4.924487,0.4340996,220.4366,0.1637212,220.2729,220.2729
P01,2021-03-11 11:21:17 AM,41.57307,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.064,10.63831,21.55464,-7.804039,6.22,-15.4706,350.3286,-1.148482,62.79461,4.012772,72.466,-5.161254,72.466,5.161254,0.4452705,220.4366,0.2775311,220.159,220.159
P01,2021-03-11 11:21:17 AM,41.58424,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0636,10.63778,21.55543,-7.804039,6.22,-15.4706,350.3284,-1.148347,62.79437,3.756433,72.46597,-4.90478,72.46597,4.90478,0.4592405,220.4363,0.4359317,220.0004,220.0004
P01,2021-03-11 11:21:17 AM,41.59821,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0634,10.63744,21.55613,-7.804039,6.22,-15.4706,350.3282,-1.148257,62.83055,3.659812,72.50235,-4.808069,72.50235,4.808069,0.4733108,220.4362,0.6273063,219.8089,219.8089
P01,2021-03-11 11:21:17 AM,41.61228,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0631,10.63704,21.55676,-7.804039,6.22,-15.4706,350.328,-1.148156,62.82262,3.537019,72.4946,-4.685175,72.4946,4.685175,0.4873866,220.436,0.8400745,219.5959,219.5959
P01,2021-03-11 11:21:17 AM,41.62635,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0629,10.63674,21.55733,-7.804039,6.22,-15.4706,350.3279,-1.148079,62.84336,3.467281,72.51547,-4.61536,72.51547,4.61536,0.5014581,220.4359,1.066283,219.3696,219.3696
P01,2021-03-11 11:21:17 AM,41.64043,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0626,10.63652,21.55799,-7.804039,6.22,-15.4706,350.3277,-1.14802,62.86029,3.440578,72.53259,-4.588599,72.53259,4.588599,0.5159843,220.4358,1.300896,219.1349,219.1349
P01,2021-03-11 11:21:17 AM,41.65495,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0623,10.63639,21.55891,-7.804039,6.22,-15.4706,350.3275,-1.147988,62.90681,3.536394,72.57935,-4.684382,72.57935,4.684382,0.5372197,220.4356,1.540765,218.8948,218.8948
P01,2021-03-11 11:21:17 AM,41.67619,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0623,10.63652,21.55922,-7.804039,6.22,-15.4706,350.3274,-1.148021,62.94984,3.638438,72.6225,-4.786458,72.6225,4.786458,0.5441451,220.4357,1.783972,218.6517,218.6517
P01,2021-03-11 11:21:17 AM,41.68311,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0622,10.63644,21.55961,-7.804039,6.22,-15.4706,350.3273,-1.148,62.97923,3.645299,72.65198,-4.793299,72.65198,4.793299,0.556849,220.4356,2.029339,218.4063,218.4063
P01,2021-03-11 11:21:17 AM,41.69582,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.062,10.6362,21.56014,-7.804039,6.22,-15.4706,350.3271,-1.14794,62.97235,3.608554,72.64523,-4.756494,72.64523,4.756494,0.5707282,220.4355,2.276031,218.1595,218.1595
P01,2021-03-11 11:21:17 AM,41.70969,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0617,10.63594,21.56068,-7.804039,6.22,-15.4706,350.327,-1.147873,62.94068,3.582002,72.61371,-4.729875,72.61371,4.729875,0.584545,220.4352,2.523685,217.9116,217.9116
P01,2021-03-11 11:21:17 AM,41.72351,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0615,10.63566,21.56126,-7.804039,6.22,-15.4706,350.3268,-1.147801,63.00187,3.526691,72.67505,-4.674492,72.67505,4.674492,0.598434,220.4352,2.77199,217.6632,217.6632
P01,2021-03-11 11:21:17 AM,41.7374,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0613,10.63531,21.56192,-7.804039,6.22,-15.4706,350.3266,-1.147711,63.07236,3.424669,72.74573,-4.572381,72.74573,4.572381,0.6124454,220.4351,3.020751,217.4143,217.4143
P01,2021-03-11 11:21:17 AM,41.75141,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0611,10.63513,21.56242,-7.804039,6.22,-15.4706,350.3265,-1.147665,63.09693,3.399599,72.77042,-4.547263,72.77042,4.547263,0.6264166,220.4349,3.269827,217.1651,217.1651
P01,2021-03-11 11:21:17 AM,41.76538,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0606,10.63506,21.563,-7.804039,6.22,-15.4706,350.3263,-1.147648,63.05462,3.451107,72.7283,-4.598755,72.7283,4.598755,0.6406288,220.4346,3.519125,216.9154,216.9154
P01,2021-03-11 11:21:17 AM,41.77959,Nojump,Controller,Controller,1,A,2,11,1,no,bench (UnityEngine.AudioClip),-225.0599,10.63484,21.56379,-7.804039,6.22,-15.4706,350.3261,-1.147594,62.98756,3.4359,72.66144,-4.583495,72.66144,4.583495,0.6623226,220.434,3.768584,216.6654,216.6654
